place_id,address,animal,contact,latitude,longitude,hiple,holiday,homepage,marker_image,name,one_line_intro,open_time,place_image,view_cnt,category_id,city_id
90,경남 남해군 서면 남서대로1517번길 44,false ,0507-1310-9332,34.801241178,127.836525324,false ,매주 수요일 정기휴무,http://naver.me/5jAmvGqj,,헐스밴드,"페루산 유기농 커피 전문점, 자연뷰 카페",매일 11:00 ~ 18:00,,,1,12
91,부산 영도구 절영로 234,false ,0507-1405-5055,35.077295610,129.046507939,false ,연중무휴,https://www.instagram.com/aether_cafe/,,에테르,"부산 오션뷰 맛집 카페, 테라스와 루프탑까지 ",매일 11:00 ~ 22:00 (L.O.21:00),,,1,4
92,충남 아산시 둔포면 둔포중앙로 233,false ,0507-1397-9089,36.923861378,127.043295680,false ,연중무휴,https://www.instagram.com/cafe__deunhae/?utm_medium=copy_link,,카페든해,"자연을 품은 공간, 모스커피 맛집",매일 11:00 ~ 20:30 (last order 20:00),,,1,8
93,인천 중구 공항서로 419,false ,032-751-8242,37.458572748,126.411785349,false ,연중무휴,https://www.instagram.com/cafe_ryook/,,카페 륙,인천공항이 바로 보이는 시원한 뷰와 맛있는 빵,"평일 10:00 ~ 21:00
주말 10:00 ~ 21:00",,,1,9
94,제주 제주시 한경면 일주서로 4459-4 카페원웨이,false ,0507-1370-0225,33.362398573,126.193073476,false ,매주 화요일 정기휴무,https://www.instagram.com/cafewantway/,,카페원웨이,제주 한경면 판포 야간까지 하는 카페,매일 11:00 ~ 22:00,,,1,1
95,제주 서귀포시 보목포로 145,false ,064-732-1555,33.242114829,126.615934051,false ,매주 화요일 정기휴무,https://www.instagram.com/seoyangchaguan/,,서양차관,제주 오션뷰와 함께하는 홍차전문 카페,매일 11:00 ~ 19:00,,,1,1
96,제주 서귀포시 성산읍 신천동로 130-29,false ,0507-1465-7906,33.352171270,126.864420245,false ,연중무휴,,,카페물썹,성산일출봉과 제주 사계절 풍경을 볼 수 있는 카페 ,매일 10:00 ~ 20:00,,,1,1
97,제주 제주시 조천읍 함덕16길 56 다니쉬,false ,0507-1333-1377,33.542128183,126.663683533,false ,매주 화~수 정기휴무,https://www.instagram.com/danish_jeju/,,다니쉬,브리오슈 식빵과 포카치아 등의 베이커리 맛집 카페,매일 11:30 ~ 19:00,,,1,1
98,제주 제주시 애월읍 중산간서로 6710-1 미깡창고,false ,0507-1408-1506,33.460208404,126.445319508,false ,연중무휴,https://www.instagram.com/jeju_mi_kkang/,,미깡창고,제주 정취를 제대로 느낄 수 있는 감성 카페,"매일 11:00 ~ 18:00 
(라스트오더 17:00)",,,1,1
99,충북 단양군 대강면 선암계곡로 165,false ,0507-1350-9090,36.828886526,128.309388208,false ,연중무휴,https://www.instagram.com/dawoory043/,,카페다우리,숲속 산성에서 즐기는 힐링 카페,매일 11:00 ~ 19:00 (노키즈존),,,1,11
100,경기 이천시 중리천로6번길 3-1,false ,,37.280157368,127.438654980,false ,,http://naver.me/GWFe905X,,오노브,채광이 잘들어오는 이천 예쁜카페,,,,1,2
